expression,normalized_expression,entry_kind,meaning_ja_primary,meaning_ja_all,parari_level,importance,min_eiken_level,eiken_levels,label_raw_all,source_refs,row_count,hold_reason
undergraduate,undergraduate,word,大学生，学部生,大学生，学部生,exam,3,pre1,pre1;1,名詞,pre1:874;1:138,2,pre1_or_1_deferred
underlying,underlying,word,根底にある,根底にある,exam,3,pre1,pre1,形容詞,pre1:2344,1,pre1_or_1_deferred
undermine,undermine,word,弱体化させる，衰退させる,弱体化させる，衰退させる,exam,3,pre1,pre1;1,動詞,pre1:2600;1:490,2,pre1_or_1_deferred
undo,undo,word,元通りにする,元通りにする,exam,3,pre1,pre1,動詞,pre1:1240,1,pre1_or_1_deferred
unfold,unfold,word,を展開する，広げる,を展開する，広げる,exam,3,pre1,pre1,動詞,pre1:1132,1,pre1_or_1_deferred
unified,unified,word,統一された,統一された,exam,3,pre1,pre1,形容詞,pre1:3187,1,pre1_or_1_deferred
unify,unify,word,を一つにする，統一する,を一つにする，統一する,exam,3,pre1,pre1,動詞,pre1:2223,1,pre1_or_1_deferred
unite,unite,word,を結合させる，団結する,を結合させる，団結する,exam,3,pre1,pre1,動詞,pre1:119,1,pre1_or_1_deferred
unity,unity,word,団結，単一,団結，単一,exam,3,pre1,pre1,名詞,pre1:782,1,pre1_or_1_deferred
unjust,unjust,word,不当な，不公平な,不当な，不公平な / 不当な，不適切な,exam,3,pre1,pre1;1,形容詞,pre1:584;1:1333,2,pre1_or_1_deferred
unkind,unkind,word,不親切な，薄情な,不親切な，薄情な,exam,3,pre1,pre1,形容詞,pre1:348,1,pre1_or_1_deferred
unprecedented,unprecedented,word,前例のない,前例のない,exam,3,pre1,pre1,形容詞,pre1:2355,1,pre1_or_1_deferred
unstable,unstable,word,不安定な，ゆらぎやすい,不安定な，ゆらぎやすい,exam,3,pre1,pre1;1,形容詞,pre1:2248;1:190,2,pre1_or_1_deferred
untidy,untidy,word,だらしない，乱雑な,だらしない，乱雑な,exam,3,pre1,pre1,形容詞,pre1:1255,1,pre1_or_1_deferred
unveil,unveil,word,明らかにする,明らかにする,exam,3,pre1,pre1,動詞,pre1:3029,1,pre1_or_1_deferred
uplift,uplift,word,隆起,隆起,exam,3,pre1,pre1,名詞,pre1:3229,1,pre1_or_1_deferred
uproar,uproar,word,大騒ぎ，騒動,大騒ぎ，騒動 / 大騒ぎ,exam,3,pre1,pre1;1,名詞,pre1:2613;1:2150,2,pre1_or_1_deferred
upscale,upscale,word,高級な,高級な,exam,3,pre1,pre1,形容詞,pre1:3203,1,pre1_or_1_deferred
uptight,uptight,word,きつい,きつい,exam,3,pre1,pre1,形容詞,pre1:3270,1,pre1_or_1_deferred
utensil,utensil,word,用具，器具,用具，器具 / 器具,exam,3,pre1,pre1;1,名詞,pre1:1886;1:3648,2,pre1_or_1_deferred
utility,utility,word,効用,効用,exam,3,pre1,pre1,名詞,pre1:1081,1,pre1_or_1_deferred
utmost,utmost,word,最大限の，最高の,最大限の，最高の,exam,3,pre1,pre1,形容詞,pre1:1324,1,pre1_or_1_deferred
utterance,utterance,word,発言，発声,発言，発声,exam,3,pre1,pre1,名詞,pre1:1449,1,pre1_or_1_deferred
vacancy,vacancy,word,空っぽ，空いた場所,空っぽ，空いた場所,exam,3,pre1,pre1,名詞,pre1:1813,1,pre1_or_1_deferred
vacant,vacant,word,空っぽの，無人の,空っぽの，無人の,exam,3,pre1,pre1,形容詞,pre1:1134,1,pre1_or_1_deferred
valid,valid,word,有効な，根拠のある,有効な，根拠のある,exam,3,pre1,pre1,形容詞,pre1:1059,1,pre1_or_1_deferred
validity,validity,word,有効性，効果性,有効性，効果性,exam,3,pre1,pre1;1,名詞,pre1:2356;1:440,2,pre1_or_1_deferred
vandalize,vandalize,word,わざと壊す，故意に破壊する,わざと壊す，故意に破壊する,exam,3,pre1,pre1,動詞,pre1:148,1,pre1_or_1_deferred
vanity,vanity,word,虚栄心，うぬぼれ,虚栄心，うぬぼれ,exam,3,pre1,pre1,名詞,pre1:950,1,pre1_or_1_deferred
vapor,vapor,word,蒸気，水蒸気,蒸気，水蒸気,exam,3,pre1,pre1,名詞,pre1:1681,1,pre1_or_1_deferred
vase,vase,word,花瓶，つぼ,花瓶，つぼ,exam,3,pre1,pre1,名詞,pre1:264,1,pre1_or_1_deferred
vast,vast,word,広大な，莫大な,広大な，莫大な,exam,3,pre1,pre1,形容詞,pre1:75,1,pre1_or_1_deferred
vault,vault,word,丸天井，ドーム型の天井,丸天井，ドーム型の天井,exam,3,pre1,pre1;1,名詞,pre1:3232;1:539,2,pre1_or_1_deferred
veil,veil,word,覆うもの，口実,覆うもの，口実,exam,3,pre1,pre1,名詞,pre1:3241,1,pre1_or_1_deferred
vein,vein,word,静脈,静脈,exam,3,pre1,pre1,名詞,pre1:1570,1,pre1_or_1_deferred
velocity,velocity,word,速度,速度,exam,3,pre1,pre1,名詞,pre1:1959,1,pre1_or_1_deferred
vendor,vendor,word,行商人,行商人,exam,3,pre1,pre1,名詞,pre1:2358,1,pre1_or_1_deferred
vent,vent,word,排出口，通風孔,排出口，通風孔,exam,3,pre1,pre1,名詞,pre1:2125,1,pre1_or_1_deferred
ventilate,ventilate,word,換気する,換気する,exam,3,pre1,pre1,動詞,pre1:3172,1,pre1_or_1_deferred
venue,venue,word,会場，場所,会場，場所 / 現場，場所,exam,3,pre1,pre1;1,名詞,pre1:185;1:678,2,pre1_or_1_deferred
verb,verb,word,動詞,動詞,exam,3,pre1,pre1,名詞,pre1:598,1,pre1_or_1_deferred
verdict,verdict,word,評決,評決,exam,3,pre1,pre1,名詞,pre1:2378,1,pre1_or_1_deferred
verge,verge,word,寸前，境界,寸前，境界,exam,3,pre1,pre1,名詞,pre1:3155,1,pre1_or_1_deferred
verify,verify,word,を確認する，立証する,を確認する，立証する,exam,3,pre1,pre1,動詞,pre1:2395,1,pre1_or_1_deferred
vertical,vertical,word,垂直の，縦の,垂直の，縦の,exam,3,pre1,pre1,形容詞,pre1:1481,1,pre1_or_1_deferred
viable,viable,word,生存できる，生き抜く,生存できる，生き抜く,exam,3,pre1,pre1;1,形容詞,pre1:3173;1:780,2,pre1_or_1_deferred
vibrant,vibrant,word,活気のある,活気のある,exam,3,pre1,pre1,形容詞,pre1:3400,1,pre1_or_1_deferred
vicinity,vicinity,word,近所，近隣,近所，近隣,exam,3,pre1,pre1;1,名詞,pre1:2975;1:308,2,pre1_or_1_deferred
vicious,vicious,word,悪意のある，意地悪な,悪意のある，意地悪な,exam,3,pre1,pre1,形容詞,pre1:1097,1,pre1_or_1_deferred
vigor,vigor,word,活力,活力,exam,3,pre1,pre1;1,名詞,pre1:501;1:2288,2,pre1_or_1_deferred
vigorous,vigorous,word,精力的な，元気な,精力的な，元気な,exam,3,pre1,pre1,形容詞,pre1:1375,1,pre1_or_1_deferred
villa,villa,word,別荘,別荘,exam,3,pre1,pre1,名詞,pre1:1066,1,pre1_or_1_deferred
villain,villain,word,悪党，悪者,悪党，悪者,exam,3,pre1,pre1,名詞,pre1:219,1,pre1_or_1_deferred
villainous,villainous,word,極悪人の，悪役の,極悪人の，悪役の,exam,3,pre1,pre1,形容詞,pre1:3340,1,pre1_or_1_deferred
violation,violation,word,違反，侵害,違反，侵害,exam,3,pre1,pre1;1,名詞,pre1:1366;1:172,2,pre1_or_1_deferred
virgin,virgin,word,処女,処女,exam,3,pre1,pre1,名詞,pre1:1183,1,pre1_or_1_deferred
vitality,vitality,word,生命力，活気,生命力，活気,exam,3,pre1,pre1,名詞,pre1:1423,1,pre1_or_1_deferred
vocal,vocal,word,音声の，声の,音声の，声の,exam,3,pre1,pre1,形容詞,pre1:1088,1,pre1_or_1_deferred
vocation,vocation,word,天職，職業,天職，職業,exam,3,pre1,pre1,名詞,pre1:1580,1,pre1_or_1_deferred
vocational,vocational,word,職業の，職業上の,職業の，職業上の / 職業の，仕事の,exam,3,pre1,pre1;1,形容詞,pre1:2549;1:887,2,pre1_or_1_deferred
vogue,vogue,word,流行,流行,exam,3,pre1,pre1;1,名詞,pre1:2456;1:2019,2,pre1_or_1_deferred
void,void,word,無効の,無効の,exam,3,pre1,pre1,形容詞,pre1:2640,1,pre1_or_1_deferred
volcanic,volcanic,word,火山の,火山の,exam,3,pre1,pre1,形容詞,pre1:2104,1,pre1_or_1_deferred
volcano,volcano,word,火山，噴火口,火山，噴火口,exam,3,pre1,pre1;1,名詞,pre1:604;1:522,2,pre1_or_1_deferred
vomit,vomit,word,吐く/嘔吐,吐く/嘔吐,exam,3,pre1,pre1,動詞,pre1:2217,1,pre1_or_1_deferred
voucher,voucher,word,引換券,引換券,exam,3,pre1,pre1,名詞,pre1:2115,1,pre1_or_1_deferred
vowel,vowel,word,母音,母音,exam,3,pre1,pre1,名詞,pre1:1306,1,pre1_or_1_deferred
vulgar,vulgar,word,下品な,下品な,exam,3,pre1,pre1,形容詞,pre1:1796,1,pre1_or_1_deferred
wag,wag,word,を振る，揺り動かす,を振る，揺り動かす,exam,3,pre1,pre1,動詞,pre1:2061,1,pre1_or_1_deferred
wail,wail,word,泣き叫ぶ,泣き叫ぶ,exam,3,pre1,pre1,動詞,pre1:2557,1,pre1_or_1_deferred
wander,wander,word,放浪する,放浪する,exam,3,pre1,pre1,動詞,pre1:3325,1,pre1_or_1_deferred
ward,ward,word,区画，病室,区画，病室,exam,3,pre1,pre1,名詞,pre1:707,1,pre1_or_1_deferred
warehouse,warehouse,word,倉庫,倉庫,exam,3,pre1,pre1,名詞,pre1:2188,1,pre1_or_1_deferred
warmth,warmth,word,暖かさ，温もり,暖かさ，温もり,exam,3,pre1,pre1,名詞,pre1:103,1,pre1_or_1_deferred
warrant,warrant,word,証明書，保証書,証明書，保証書,exam,3,pre1,pre1;1,名詞,pre1:1312;1:116,2,pre1_or_1_deferred
warranty,warranty,word,保証，保障,保証，保障,exam,3,pre1,pre1;1,名詞,pre1:2899;1:210,2,pre1_or_1_deferred
warrior,warrior,word,戦士,戦士,exam,3,pre1,pre1,名詞,pre1:597,1,pre1_or_1_deferred
watchdog,watchdog,word,番犬,番犬,exam,3,pre1,pre1,名詞,pre1:1196,1,pre1_or_1_deferred
waver,waver,word,揺らぐ、安定していない、ぐらつく,揺らぐ、安定していない、ぐらつく / 揺らぐ，安定していない，ぐらつく,exam,3,pre1,pre1;1,動詞,pre1:3079;1:1650,2,pre1_or_1_deferred
weaken,weaken,word,弱める，力を失う,弱める，力を失う,exam,3,pre1,pre1;1,動詞,pre1:333;1:189,2,pre1_or_1_deferred
weary,weary,word,疲れた，疲弊した,疲れた，疲弊した,exam,3,pre1,pre1,形容詞,pre1:179,1,pre1_or_1_deferred
weave,weave,word,織物を織る,織物を織る,exam,3,pre1,pre1,動詞,pre1:87,1,pre1_or_1_deferred
weed,weed,word,雑草，草取り,雑草，草取り,exam,3,pre1,pre1;1,名詞,pre1:195;1:77,2,pre1_or_1_deferred
weep,weep,word,泣く，涙を流す,泣く，涙を流す,exam,3,pre1,pre1,動詞,pre1:208,1,pre1_or_1_deferred
weird,weird,word,変な，気味の悪い,変な，気味の悪い,exam,3,pre1,pre1,形容詞,pre1:1456,1,pre1_or_1_deferred
whatsoever,whatsoever,word,なんでも,なんでも,exam,3,pre1,pre1,副詞,pre1:2875,1,pre1_or_1_deferred
wheat,wheat,word,小麦,小麦,exam,3,pre1,pre1,名詞,pre1:178,1,pre1_or_1_deferred
whereby,whereby,word,それによって，それに従って,それによって，それに従って,exam,3,pre1,pre1,接続詞,pre1:2732,1,pre1_or_1_deferred
wholesome,wholesome,word,健全な，健康的な,健全な，健康的な,exam,3,pre1,pre1,形容詞,pre1:3004,1,pre1_or_1_deferred
wicked,wicked,word,邪悪な，悪い,邪悪な，悪い,exam,3,pre1,pre1,形容詞,pre1:322,1,pre1_or_1_deferred
wicket,wicket,word,窓口,窓口,exam,3,pre1,pre1,名詞,pre1:2237,1,pre1_or_1_deferred
widow,widow,word,未亡人，夫を亡くした女性,未亡人，夫を亡くした女性,exam,3,pre1,pre1,名詞,pre1:741,1,pre1_or_1_deferred
wilderness,wilderness,word,荒野，未開の地,荒野，未開の地,exam,3,pre1,pre1;1,名詞,pre1:293;1:197,2,pre1_or_1_deferred
willingness,willingness,word,意欲，意志,意欲，意志,exam,3,pre1,pre1;1,名詞,pre1:2377;1:248,2,pre1_or_1_deferred
windmill,windmill,word,風車,風車,exam,3,pre1,pre1,名詞,pre1:2191,1,pre1_or_1_deferred
wit,wit,word,機転,機転,exam,3,pre1,pre1,名詞,pre1:684,1,pre1_or_1_deferred
witch,witch,word,魔女，魔法使い,魔女，魔法使い,exam,3,pre1,pre1;1,名詞,pre1:788;1:416,2,pre1_or_1_deferred
withdrawal,withdrawal,word,撤回，撤退,撤回，撤退,exam,3,pre1,pre1,名詞,pre1:1110,1,pre1_or_1_deferred
wither,wither,word,枯れる，しおれる,枯れる，しおれる,exam,3,pre1,pre1,動詞,pre1:1674,1,pre1_or_1_deferred
withhold,withhold,word,差し控える,差し控える,exam,3,pre1,pre1,動詞,pre1:2004,1,pre1_or_1_deferred
witty,witty,word,気の利いた,気の利いた,exam,3,pre1,pre1,形容詞,pre1:1444,1,pre1_or_1_deferred
woe,woe,word,悲痛，苦悩,悲痛，苦悩,exam,3,pre1,pre1,名詞,pre1:2810,1,pre1_or_1_deferred
worship,worship,word,礼拝，崇拝,礼拝，崇拝,exam,3,pre1,pre1,名詞,pre1:2133,1,pre1_or_1_deferred
worthwhile,worthwhile,word,価値のある,価値のある,exam,3,pre1,pre1,形容詞,pre1:3129,1,pre1_or_1_deferred
wound,wound,word,傷,傷,exam,3,pre1,pre1,名詞,pre1:3136,1,pre1_or_1_deferred
wreath,wreath,word,花輪，花冠,花輪，花冠,exam,3,pre1,pre1,名詞,pre1:1719,1,pre1_or_1_deferred
wreck,wreck,word,難破，衝突,難破，衝突,exam,3,pre1,pre1,名詞,pre1:1696,1,pre1_or_1_deferred
wrinkle,wrinkle,word,しわ,しわ,exam,3,pre1,pre1,名詞,pre1:1277,1,pre1_or_1_deferred
wrist,wrist,word,手首，そで口,手首，そで口,exam,3,pre1,pre1,名詞,pre1:226,1,pre1_or_1_deferred
yarn,yarn,word,編み糸,編み糸,exam,3,pre1,pre1,名詞,pre1:1546,1,pre1_or_1_deferred
yawn,yawn,word,欠伸をする，あくびをする,欠伸をする，あくびをする,exam,3,pre1,pre1;1,動詞,pre1:287;1:1773,2,pre1_or_1_deferred
yearn,yearn,word,憧れる，慕う,憧れる，慕う / 切望する，強く望む,exam,3,pre1,pre1;1,動詞,pre1:2098;1:4172,2,pre1_or_1_deferred
yolk,yolk,word,卵黄，黄身,卵黄，黄身 / 卵黄,exam,3,pre1,pre1;1,名詞,pre1:2615;1:4016,2,pre1_or_1_deferred
zeal,zeal,word,熱心，熱意,熱心，熱意 / 熱意，情熱,exam,3,pre1,pre1;1,名詞,pre1:1653;1:4183,2,pre1_or_1_deferred
abate,abate,word,減少する，和らげる,減少する，和らげる,exam,3,1,1,,1:4160,1,pre1_or_1_deferred
abbey,abbey,word,修道院，僧院,修道院，僧院,exam,3,1,1,,1:983,1,pre1_or_1_deferred
abdicate,abdicate,word,退位する，辞める,退位する，辞める,exam,3,1,1,,1:4173,1,pre1_or_1_deferred
abdomen,abdomen,word,腹部，腹の部分,腹部，腹の部分,exam,3,1,1,,1:1011,1,pre1_or_1_deferred
abdominal,abdominal,word,腹部の，腹の,腹部の，腹の,exam,3,1,1,,1:1363,1,pre1_or_1_deferred
abduct,abduct,word,拉致する，誘拐する,拉致する，誘拐する,exam,3,1,1,,1:599,1,pre1_or_1_deferred
abduction,abduction,word,拉致，誘拐,拉致，誘拐,exam,3,1,1,,1:1234,1,pre1_or_1_deferred
aberrant,aberrant,word,異常な，変わった,異常な，変わった,exam,3,1,1,,1:4203,1,pre1_or_1_deferred
aberration,aberration,word,脱線行為，妨害行為,脱線行為，妨害行為,exam,3,1,1,,1:1858,1,pre1_or_1_deferred
abet,abet,word,扇動する，煽る,扇動する，煽る,exam,3,1,1,,1:1307,1,pre1_or_1_deferred
abhor,abhor,word,嫌悪する,嫌悪する,exam,3,1,1,,1:2176,1,pre1_or_1_deferred
abhorrent,abhorrent,word,忌まわしい,忌まわしい,exam,3,1,1,,1:2902,1,pre1_or_1_deferred
abiding,abiding,word,永続的な，永久の,永続的な，永久の,exam,3,1,1,,1:2283,1,pre1_or_1_deferred
abject,abject,word,卑劣な,卑劣な,exam,3,1,1,,1:3091,1,pre1_or_1_deferred
ablaze,ablaze,word,燃え立っている,燃え立っている,exam,3,1,1,,1:2190,1,pre1_or_1_deferred
abnegation,abnegation,word,自己否定，自己犠牲,自己否定，自己犠牲,exam,3,1,1,,1:4122,1,pre1_or_1_deferred
abominable,abominable,word,忌まわしい，憎むべき,忌まわしい，憎むべき,exam,3,1,1,,1:436,1,pre1_or_1_deferred
abomination,abomination,word,憎悪,憎悪,exam,3,1,1,,1:3131,1,pre1_or_1_deferred
aboveboard,aboveboard,word,公明正大な,公明正大な,exam,3,1,1,,1:3685,1,pre1_or_1_deferred
abrasive,abrasive,word,すり減らす，減らす，摩耗させる,すり減らす，減らす，摩耗させる,exam,3,1,1,,1:1594,1,pre1_or_1_deferred
abreast,abreast,word,横に並んで,横に並んで,exam,3,1,1,,1:3916,1,pre1_or_1_deferred
abridged,abridged,word,要約された,要約された,exam,3,1,1,,1:3697,1,pre1_or_1_deferred
abscond,abscond,word,逃亡する，忍び去る,逃亡する，忍び去る,exam,3,1,1,,1:4259,1,pre1_or_1_deferred
absentee,absentee,word,欠席者，不参加者,欠席者，不参加者,exam,3,1,1,,1:1945,1,pre1_or_1_deferred
absolve,absolve,word,免除する，免許する,免除する，免許する,exam,3,1,1,,1:3371,1,pre1_or_1_deferred
absorption,absorption,word,吸収，吸取,吸収，吸取,exam,3,1,1,,1:446,1,pre1_or_1_deferred
abstinence,abstinence,word,禁欲,禁欲,exam,3,1,1,,1:2329,1,pre1_or_1_deferred
absurdity,absurdity,word,不条理，不合理，矛盾,不条理，不合理，矛盾,exam,3,1,1,,1:1790,1,pre1_or_1_deferred
abysmal,abysmal,word,奈落のような，ひどい,奈落のような，ひどい,exam,3,1,1,,1:4254,1,pre1_or_1_deferred
abyss,abyss,word,深淵，非常に深いところ，底なし,深淵，非常に深いところ，底なし,exam,3,1,1,,1:1660,1,pre1_or_1_deferred
accede,accede,word,同意する,同意する,exam,3,1,1,,1:2112,1,pre1_or_1_deferred
accentuate,accentuate,word,強調する,強調する,exam,3,1,1,,1:2095,1,pre1_or_1_deferred
accolade,accolade,word,栄誉,栄誉,exam,3,1,1,,1:2694,1,pre1_or_1_deferred
accomplice,accomplice,word,共犯者,共犯者,exam,3,1,1,,1:2537,1,pre1_or_1_deferred
accreditation,accreditation,word,認定，承認,認定，承認,exam,3,1,1,,1:969,1,pre1_or_1_deferred
accrue,accrue,word,発生する，起こる,発生する，起こる,exam,3,1,1,,1:1451,1,pre1_or_1_deferred
acknowledgement,acknowledgement,word,承認，認可,承認，認可,exam,3,1,1,,1:1874,1,pre1_or_1_deferred
acne,acne,word,にきび,にきび,exam,3,1,1,,1:2368,1,pre1_or_1_deferred
acquiescence,acquiescence,word,黙認,黙認,exam,3,1,1,,1:3561,1,pre1_or_1_deferred
acquittal,acquittal,word,無罪放免，無罪を宣告する,無罪放免，無罪を宣告する,exam,3,1,1,,1:1191,1,pre1_or_1_deferred
acrid,acrid,word,刺激的な,刺激的な,exam,3,1,1,,1:2863,1,pre1_or_1_deferred
acrimony,acrimony,word,辛辣さ,辛辣さ,exam,3,1,1,,1:3581,1,pre1_or_1_deferred
acronym,acronym,word,頭字語，初めの文字で作られる単語,頭字語，初めの文字で作られる単語,exam,3,1,1,,1:1715,1,pre1_or_1_deferred
acumen,acumen,word,洞察力，識見,洞察力，識見,exam,3,1,1,,1:1826,1,pre1_or_1_deferred
acupuncture,acupuncture,word,鍼,鍼,exam,3,1,1,,1:3461,1,pre1_or_1_deferred
adage,adage,word,格言,格言,exam,3,1,1,,1:2751,1,pre1_or_1_deferred
adamant,adamant,word,断固たる，固定的な,断固たる，固定的な,exam,3,1,1,,1:508,1,pre1_or_1_deferred
adept,adept,word,熟達した,熟達した,exam,3,1,1,,1:2152,1,pre1_or_1_deferred
adjoining,adjoining,word,隣の，隣接する,隣の，隣接する,exam,3,1,1,,1:1309,1,pre1_or_1_deferred
adjunct,adjunct,word,付属物，付加物,付属物，付加物,exam,3,1,1,,1:1906,1,pre1_or_1_deferred
admonition,admonition,word,訓戒,訓戒,exam,3,1,1,,1:3145,1,pre1_or_1_deferred
adrift,adrift,word,漂流して，漂う，流されている,漂流して，漂う，流されている,exam,3,1,1,,1:1357,1,pre1_or_1_deferred
adroit,adroit,word,器用な,器用な,exam,3,1,1,,1:3826,1,pre1_or_1_deferred
adulation,adulation,word,お世辞，過剰な賞賛,お世辞，過剰な賞賛,exam,3,1,1,,1:4276,1,pre1_or_1_deferred
adultery,adultery,word,姦通，不倫,姦通，不倫,exam,3,1,1,,1:1192,1,pre1_or_1_deferred
adversity,adversity,word,逆境，困難，窮地,逆境，困難，窮地,exam,3,1,1,,1:1879,1,pre1_or_1_deferred
aegis,aegis,word,保護,保護,exam,3,1,1,,1:3369,1,pre1_or_1_deferred
affable,affable,word,親しみの持てる,親しみの持てる,exam,3,1,1,,1:2145,1,pre1_or_1_deferred
affective,affective,word,優しい，親切な,優しい，親切な,exam,3,1,1,,1:1353,1,pre1_or_1_deferred
affiliated,affiliated,word,提携した，連携した,提携した，連携した,exam,3,1,1,,1:1479,1,pre1_or_1_deferred
affirmation,affirmation,word,断言，明言,断言，明言,exam,3,1,1,,1:998,1,pre1_or_1_deferred
affliction,affliction,word,苦痛,苦痛,exam,3,1,1,,1:3483,1,pre1_or_1_deferred
aforementioned,aforementioned,word,前述の，先に述べた,前述の，先に述べた,exam,3,1,1,,1:1359,1,pre1_or_1_deferred
